,Date,Tweets
144,2020-05-15,"#EURUSD all targets done, 2800USD Profits in a day.

Closing soon  join now: https://t.co/ZCdNurWdYg

$ETH #NFLX #BITCOIN #forexsignal #TSLA $BTC #AUDUSD #forextrading #stocks #AMZN #USDJPY #USDCHF #USDCAD #EURJPY $BTC 709804189 https://t.co/bke7PJ541y"
145,2020-05-15,"#EURUSD all targets done, 2800USD Profits in a day.

VIP free signals : https://t.co/tvRqzxvUmN

#TSLA #XAUUSD #BITCOIN #USDCAD #USDCHF #USDJPY #AUDUSD #fx #EURJPY #NFLX #Forex #GBPUSD #EURUSD #AMZN #USOIL 686792060 https://t.co/LRvSDySGub"
146,2020-05-15,"Im certain, future batterytechnology will change the world in such a huge way, amazing 🙏🙏🙏 #Tsla"
147,2020-05-15,"$TSLA runs into sellers again around 805.00: https://t.co/dypP5fNmuB
Sentiment: Neutral #TSLA #Tesla"
148,2020-05-15,"https://t.co/i7SxY0IxED Tesla picks Austin, Tulsa as finalists for new US factory $TSLA #TSLA #Electricvehicles #Greenvehicletechnology #Greentechnology"
149,2020-05-15,"Tesla picks Austin, Tulsa as finalists for new US factory $TSLA #TSLA #Electricvehicles #Greenvehicletechnology #Greentechnology https://t.co/vnJ032GVtY"
150,2020-05-15,"Breaking news: Tesla #TSLA is searching for its next Gigafactory location. According to sources Elon Musk is down to 2 locations in either Austin, Texas or Tulsa, Oklahoma. The 5th Gigafactory will be used for Model Y and Cubertruck production. https://t.co/Xqh6p3Ppkl"
151,2020-05-15,"#EURUSD all targets done, 2800USD Profits in a day.

Best signals channel ever : https://t.co/VUQKkw5vnI

#USDCAD #FB #NFLX #BITCOIN #AAPL #TSLA #AUDUSD #CRYPTO #AMZN #USDCHF #EURCHF #XAGUSD #EURJPY #XAUSUD #USDJPY 579060466 https://t.co/rol71cqu6C"
152,2020-05-15,"#EURUSD all targets done, 2800USD Profits in a day.

dont miss out on signals : https://t.co/jMqjWukmUy

#EURJPY #AAPL #XAGUSD #AUDUSD #NFLX #AMZN #FB #EURCHF #TSLA #USDJPY #CRYPTO #USDCHF #BITCOIN #USDCAD #XAUSUD 690753522 https://t.co/lmgjEfSp1A"
153,2020-05-15,"@elonmusk is it true?!?!
#TSLA #ATX

https://t.co/8HDJjNUsCz"
154,2020-05-15,"Tesla Inc closed at $799.39 (-0.49%) 🔴 Market Cap is now $148.333B
#TSLA #TSLAQ #Tesla #TeslaMotors #NASDAQ #EV #Automotive"
155,2020-05-15,@MKBHD Put the money in #TSLA instead of wasting it on a phone that will get outdated in a month :-)
156,2020-05-15,"The #dowjones is back to the stage 😊

#bearish H&amp;S  with Smaller #Bullish H&amp;S

I am shorting the #StockMarket 🙏 

Target is 22000 😱

$YM_f #SPY #oil #gas $spx $rut $comp $mu $BA $MSFT $GS $GLD $BAC $AAL $GC_f $DAL $DIA $AMZN #Futures #options #TSLA $NFLX #AAPL #googl https://t.co/eHbgwE49pi"
157,2020-05-15,"🔥Our forex results for month of APRIL.🔔🔔 CUMULATIVE RESULT : 4500 PIPS 🔥🔥🔥 

Closing soon  join now: https://t.co/Hc5jT872Mw

#USDCAD #AMZN #NFLX #BITCOIN #AUDUSD #EURUSD #USDCHF #EURJPY #USDJPY #Forex #GBPUSD #XAUUSD #fx #TSLA #USOIL 262530833 https://t.co/cJlojMvABU"
158,2020-05-15,". @Tesla  CyberTruck &gt; Ford F-150s 

“the new factory, which is expected to make the Tesla Cybertruck electric pickup truck..” | #driveelectric #TSLA #austin https://t.co/KAPS2l9Szv"
159,2020-05-15,"🔥Our forex results for month of APRIL.🔔🔔 CUMULATIVE RESULT : 4500 PIPS 🔥🔥🔥 

VIP free signals : https://t.co/di5J0eF6GF

#USDCHF #EURJPY #stocks #forexsignal $BTC #USDCAD $BTC #AUDUSD #USDJPY #NFLX $ETH #BITCOIN #AMZN #forextrading #TSLA 387028997 https://t.co/XOU6WKOm4v"
160,2020-05-15,"🔥Our forex results for month of APRIL.🔔🔔 CUMULATIVE RESULT : 4500 PIPS 🔥🔥🔥 

Open for 5 more people : https://t.co/SngX5cKpew

#EURCHF #USDCAD #CRYPTO #FB #EURJPY #TSLA #AMZN #USDJPY #NFLX #AUDUSD #BITCOIN #USDCHF #XAUSUD #XAGUSD #AAPL 920356304 https://t.co/zEQWpvHq6y"
161,2020-05-15,"#ElonMusk with all these new #Tesla #tsla #Gigafactory sites coming, I think you need to add in a runway so you can fly to each of them fairly quickly. Thoughts?"
162,2020-05-15,"🔥Our forex results for month of APRIL.🔔🔔 CUMULATIVE RESULT : 4500 PIPS 🔥🔥🔥 

dont miss out on signals : https://t.co/Ep2DRY0rSF

#AUDUSD #NFLX #USOIL #EURUSD #Forex #BITCOIN #XAUUSD #TSLA #AMZN #EURJPY #GBPUSD #fx #USDCHF #USDCAD #USDJPY 549063225 https://t.co/GwS8sv0b4Y"
163,2020-05-15,"🔥Our forex results for month of APRIL.🔔🔔 CUMULATIVE RESULT : 4500 PIPS 🔥🔥🔥 

hurry get Free signals : https://t.co/Y0PFdV5eQf

#GBPUSD #TSLA #fx #USDCAD #AUDUSD #EURJPY #USOIL #EURUSD #AMZN #USDJPY #Forex #NFLX #XAUUSD #BITCOIN #USDCHF 514763513 https://t.co/0pn6XnLJyK"
164,2020-05-15,1 hour charts for the Group 3 instruments are available for members viewing.. https://t.co/x2kmaKA6Ui #ElliottWave #Stocks #ETF's #AAPL #FB #AMZN #T #XOM #XLK #BTC #XLP #XLF #GDX  #BAC #TSLA #BABA #GOOGL #GE #NFLX #FCX #XME #XLY #trading https://t.co/tW8f7dKWJb
165,2020-05-15,The Group 3 Live Analysis / #Trading Room video recording is available for members https://t.co/x2kmaKA6Ui #ElliottWave #Stocks #ETF's #AAPL #FB #AMZN #T #XOM #XLK #BTC #XLP #XLF #GDX #BAC #TSLA #BABA #GOOGL #GE #NFLX #NKE #FCX #VOX #XME
166,2020-05-15,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
167,2020-05-15,"#Gold $GC_F reached the target.
Congrats @Traderboom 🤣

Now we have a #bearish #harmonic #crab #pattern ready for play😊 

#StockMarket #bullish $YM_f #dowjones #SPY #oil #gas $spx $rut $mu #bearish $BA $MSFT $GLD $BAC $AAL $AMZN #Futures #options #TSLA $NFLX #AAPL #googl https://t.co/MIQd9ualpz"
168,2020-05-15,"Tesla Inc is now $798.82 (-0.56%) 🔴
#TSLA #TSLAQ #Tesla #TeslaMotors #NASDAQ #EV #Automotive"
169,2020-05-15,"PREMIUM results of MAY First week. 🔥CUMULATIVE PIPS: 494 Pips🔥🔥 

VIP free signals : https://t.co/vnaPNErGh4

#CRYPTO #NFLX #EURCHF #XAUSUD #USDJPY #AMZN #XAGUSD #AAPL #AUDUSD #USDCAD #FB #BITCOIN #EURJPY #TSLA #USDCHF 109597297 https://t.co/2v7xFudUuL"
170,2020-05-15,"PREMIUM results of MAY First week. 🔥CUMULATIVE PIPS: 494 Pips🔥🔥 

Open for 5 more people : https://t.co/Df5so86sj2

#forextrading $BTC #forexsignal #USDCHF #stocks #AUDUSD #NFLX $BTC #BITCOIN #TSLA #AMZN #EURJPY #USDJPY $ETH #USDCAD 237262174 https://t.co/4T8A7Zh1FV"
171,2020-05-15,"RT @Aurora_062: PREMIUM results of MAY First week. 🔥CUMULATIVE PIPS: 494 Pips🔥🔥 

I know you will miss out : https://t.co/IUtkknvHmf

#EURU…"
172,2020-05-15,"PREMIUM results of MAY First week. 🔥CUMULATIVE PIPS: 494 Pips🔥🔥 

I know you will miss out : https://t.co/IUtkknvHmf

#EURUSD #GBPUSD #USDCAD #USOIL #Forex #USDCHF #NFLX #BITCOIN #AUDUSD #USDJPY #EURJPY #XAUUSD #fx #TSLA #AMZN 350104983 https://t.co/sGiGMUNgFo"
173,2020-05-15,"@jbella @Doggie_wumpus @blovereviews @seanmmitchell Obviously Elon didn't invent the concept of trolling, but fixating a bunch of #TSLA keyboard warriors on short selling scammers or his general critics (which he has many) certainly helps in his overall goal that's distinct from Jobs; inciting his followers to swarm on his command"
174,2020-05-15,"$tsla and $nio not only bring revolution in power for future transport and battery, but they also consolidate future prosperity and peace between nations #tsla #nio $tslaq $nioq"
175,2020-05-15,"RT @THE_FLASH_G: #Tesla #TSLA

$TSLA price just went up after #ElonMusk said it's to high! https://t.co/2iDICe0qn0"
176,2020-05-15,"PREMIUM results of MAY First week. 🔥CUMULATIVE PIPS: 494 Pips🔥🔥 

hurry get Free signals : https://t.co/dszHilxSmH

#BITCOIN #AUDUSD #USDCAD #FB #USDJPY #XAUSUD #AAPL #XAGUSD #NFLX #USDCHF #CRYPTO #EURJPY #TSLA #EURCHF #AMZN 742188161 https://t.co/Org0KGckyG"
177,2020-05-15,"NEW VIDEO OUT! I talk about some rumors about a possible Tesla Cyber Lineup, the speculated Model 2, and if Tesla's will get wireless charging!
#tesla #model2 #cybertruck #TSLA #YouTube 
https://t.co/A7bh9s7BDD"
178,2020-05-15,"This really put things into perspective! Those who think #Tesla is just a car manufacturer😉😉

https://t.co/zg2QK4ErCL

#TSLA #ElonMusk 
@elonmusk @Tesla @vincent13031925 @flcnhvy @Kristennetten @SamTalksTesla"
179,2020-05-15,"RT @Lily_829: PREMIUM results of MAY First week. 🔥CUMULATIVE PIPS: 494 Pips🔥🔥 

For more Free signals : https://t.co/tAIQSL7oLd

#AMZN #TSL…"
180,2020-05-15,"PREMIUM results of MAY First week. 🔥CUMULATIVE PIPS: 494 Pips🔥🔥 

For more Free signals : https://t.co/tAIQSL7oLd

#AMZN #TSLA #XAUSUD #USDCHF #XAGUSD #EURCHF #CRYPTO #BITCOIN #NFLX #AUDUSD #USDCAD #EURJPY #FB #USDJPY #AAPL 841831793 https://t.co/pT5SPmP5Mf"
181,2020-05-15,"+$151 in 15 minutes | Trade VLog | [Day Trading] https://t.co/84V6NQ9FXn

#DayTrading #Daytrader #OptionsScalping #investing #TSLA https://t.co/S8CoEIcWNE"
182,2020-05-15,"RT @winvesta: Invest in US stocks from India. Zero fees, Zero commission, Zero hassle. Open an account in minutes and start building your g…"
183,2020-05-15,RT @GeorgeDearing: Tesla's battery costs will soon be $100/kWh — the price auto analysts say makes EVs as affordable as gas cars. 🔋🔌#DriveE…
184,2020-05-15,Estimated model 3 delivery time is reduced from 5-7 weeks to 3-6 weeks despite factory shutdown. So this means some orders got canceled? Probably not a good sign ... $TSLA #Tesla #TSLA https://t.co/dS6HlKGgZW
185,2020-05-15,"@Gays4Tesla @IainR0bertson Impossible to watch and not laugh. They are like a couple of drunks in my home town of Newcastle in the UK.

When all else fails... have a laugh... if you don’t, you cry!

#TSLA $TSLA #covid19uk #coronavirus #behappy #smile"
186,2020-05-15,US-China tensions damage every company more than Tesla. Tesla in fact is a US and a chinese Company #TSLA
187,2020-05-15,"$EPR Properties payment date today💰.
#EPR $MAIN #MAIN $M #M $BAC #BAC $TSLA #TSLA $APPL #APPL $AMZN #AMZN $LTC #LTC $BA #BA $DOW #DOW $DIA #DIA $NYSE #NYSE $Nasdaq #Nasdaq $CCL #CCL $FX #FX $FB #FB $RT #RT"
188,2020-05-15,"Hedged $BA &amp; $M 
Bought $BAC &amp; $DIS &amp; $LTC 💰.
#BA #M #BAC #DIS #LTC $DOW #DOW $TSLA #TSLA $AMZN #AMZN $APPL #APPL $RT #RT $FX #FX $FB #FB $DIA #DIA $MAIN #MAIN $EPR #EPR $OXLC #OXLC $F #F"
189,2020-05-15,I sued #tsla yesterday. When they canceled my prepaid service plan it negated the ESA and they did a pro-rata refund. I sued for the difference. I sued in Sonora. Looks like my husband is the judge who will hear the case. Fingers crossed. 😁
190,2020-05-15,"#XAUUSD hit all target.1700USD profit so far. 110 pips within a day 🔥🔔 

I know you will miss out : https://t.co/v1jBVZCHcn

#stocks #AUDUSD $BTC #forextrading #TSLA $BTC #NFLX #AMZN #BITCOIN #forexsignal #USDJPY $ETH #USDCAD #USDCHF #EURJPY 182978554 https://t.co/NOnzl9RZkI"
191,2020-05-15,"#XAUUSD hit all target.1700USD profit so far. 110 pips within a day 🔥🔔 

Best signals channel ever : https://t.co/57ojbjFv7n

#USDCAD #EURJPY #AAPL #AUDUSD #USDCHF #XAUSUD #NFLX #FB #XAGUSD #AMZN #EURCHF #CRYPTO #BITCOIN #USDJPY #TSLA 6659238 https://t.co/l6GFh3CUtd"
192,2020-05-15,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
193,2020-05-15,"RT @HenryK_B_: @JFSupremeLTO @WideAnglWatchr @RogerHelmerMEP @elonmusk Money, Marketing, cannot change the Laws of Physics/Thermodynamics/E…"
194,2020-05-15,"#XAUUSD hit all target.1700USD profit so far. 110 pips within a day 🔥🔔 

For more Free signals : https://t.co/XIAAhQX0lk

#USDCAD #AUDUSD #Forex #USDJPY #AMZN #EURUSD #TSLA #USDCHF #GBPUSD #USOIL #XAUUSD #EURJPY #NFLX #BITCOIN #fx 376544749 https://t.co/phOxWIlZ62"
195,2020-05-15,"$TSLA Elon Musk, the sci-fi anti-hero from central casting, becomes the unlikely figurehead for American economic renewal https://t.co/nVDg4X8ryS via @proactive_ca @Tesla #TSLA"
196,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
197,2020-05-15,"@Sqwii Shit, that flipped over fast #Dax in 10.500+ and #TSLA above 800. Who'd thought.."
198,2020-05-15,"#Tesla #TSLA

$TSLA price just went up after #ElonMusk said it's to high! https://t.co/2iDICe0qn0"
199,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
200,2020-05-15,"$TSLA Elon Musk, the sci-fi anti-hero from central casting, becomes the unlikely figurehead for American economic renewal https://t.co/S4KJTBWH4u via @proactive_NA @Tesla #TSLA"
201,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
202,2020-05-15,"RT @winvesta: Invest in US stocks from India. Zero fees, Zero commission, Zero hassle. Open an account in minutes and start building your g…"
203,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
204,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
205,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
206,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
207,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
208,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
209,2020-05-15,RT @texas_tesla_guy: I'm so happy to hear that battery day might be in California or TEXAS!!!!!! That's right @elonmusk please announce Gig…
210,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
211,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
212,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
213,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
214,2020-05-15,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
215,2020-05-15,RT @Albert__Arthur: #TILS #TSLA #Financialtimes Times £5 12 Month Target. That’s a 625% gain. You don’t usually see this on the AIM junior.…
216,2020-05-15,Look if a stock market crash comes after the fed stops buying well my TSLA would have to fall 250% my IRBT would have to fall 40% . DIS hasn’t moved for 5 years lol #WallStreet #TSLA #IRBT #DIS
217,2020-05-15,"The Turkish #Lira formed a #bullish #butterfly #pattern and hammer #candle at the PRZ on 1 HR chart

$TRY #TRY $UUP
$USDTRY
#Harmonic $GC_F #StockMarket $YM_f #dowjones #SPY #oil #gas $spx $rut $mu #bearish $BA $MSFT $GLD $BAC $AAL $AMZN #Futures #options #TSLA $NFLX #AAPL #googl https://t.co/MPWTb8gX6P"
218,2020-05-15,"#GBPUSD hit all targets. 640USD PROFIT so far 🔥🔥

Open for 5 more people : https://t.co/8jyAOHBAFT

#USDCHF #GBPUSD #NFLX #XAUUSD #USDJPY #EURJPY #TSLA #USOIL #USDCAD #BITCOIN #EURUSD #AMZN #AUDUSD #fx #Forex 936351729 https://t.co/y5ctU8SvgB"
219,2020-05-15,"#GBPUSD hit all targets. 640USD PROFIT so far 🔥🔥

I know you will miss out : https://t.co/DDrNEMbKAQ

$ETH $BTC #USDCAD #EURJPY #NFLX $BTC #USDCHF #AUDUSD #BITCOIN #forextrading #stocks #forexsignal #AMZN #USDJPY #TSLA 811112944 https://t.co/VExaFhR9rG"
220,2020-05-15,"RT @winvesta: Invest in US stocks from India. Zero fees, Zero commission, Zero hassle. Open an account in minutes and start building your g…"
221,2020-05-15,"#GBPUSD hit all targets. 640USD PROFIT so far 🔥🔥

Best signals channel ever : https://t.co/ZCdNusdOPO

#FB #XAUSUD #NFLX #USDCHF #AMZN #AUDUSD #CRYPTO #EURJPY #XAGUSD #BITCOIN #USDCAD #USDJPY #AAPL #TSLA #EURCHF 493086560 https://t.co/t20iMtYDPz"
222,2020-05-15,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
223,2020-05-15,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
224,2020-05-15,"#GBPUSD hit all targets. 640USD PROFIT so far 🔥🔥

For more Free signals : https://t.co/UEqP9x4m0p

#EURJPY #USDCAD #USDCHF #GBPUSD #XAUUSD #AUDUSD #USDJPY #Forex #NFLX #TSLA #fx #USOIL #AMZN #BITCOIN #EURUSD 231305903 https://t.co/kNzNqftCCE"
225,2020-05-15,RT @maxharris9: @3d_Cristina @LorenaSGonzalez @ArtieNBCSD @elonmusk Did you know that Lorena Gonzalez gets donations from Chevron? It's not…
